1,3,2,3,2,4,2,4,4,1,3,2,1,3,4,4,3,2,2,2,1,1,2,1,1,4,1,2,2,1,3,3,1,1,4,3,3,1,2,2,1,2,2,3,1,1,1,4,4,1,2,2,4,1,1,4,4,l,u,i,i,i,i,i,i,i,i,o,r,3,3,4,2,3,1,3,1,1,2,2,
2,3,2,3,2,1,1,3,2,4,4,4,3,3,2,1,2,4,3,4,2,4,1,3,4,1,4,4,2,4,2,1,2,2,2,4,1,2,4,2,3,4,1,2,1,2,2,4,2,3,4,2,4,4,3,4,3,l,u,i,i,i,i,i,i,i,i,o,r,3,3,3,2,2,1,4,3,1,4,2,
1,3,2,1,2,4,4,4,2,4,1,4,2,3,4,2,3,4,3,1,4,2,3,2,2,2,3,4,1,1,4,2,1,2,1,2,2,3,1,4,3,4,1,1,2,2,3,3,1,3,4,1,3,4,3,1,4,l,u,i,i,i,i,i,i,i,i,o,r,3,2,1,4,2,3,1,1,3,4,3,
1,4,1,2,3,1,4,4,1,3,1,4,4,3,3,2,2,1,3,1,2,1,2,3,3,1,4,3,3,1,1,3,3,3,2,2,4,1,4,4,1,2,1,1,4,4,3,1,1,2,3,2,2,2,3,1,2,l,u,i,i,i,i,i,i,i,i,o,r,1,4,1,1,4,4,3,1,3,1,2,
2,1,2,1,4,4,4,3,2,4,4,3,1,2,2,2,3,1,4,1,4,3,4,2,1,2,1,3,2,1,2,3,1,1,1,2,4,4,4,1,1,1,3,2,2,1,3,2,1,1,2,4,4,1,4,3,4,l,u,i,i,i,i,i,i,i,i,o,r,2,3,3,4,3,4,1,1,1,1,4,
4,2,3,2,1,2,1,1,1,4,4,2,2,3,3,4,1,1,3,2,2,1,4,2,3,4,4,2,3,1,4,4,3,3,1,1,4,1,2,4,4,2,2,3,2,1,1,4,4,3,2,2,2,4,4,3,4,l,u,i,i,i,i,i,i,i,i,o,r,4,2,3,4,2,3,4,2,3,3,4,
4,3,1,3,4,4,3,3,1,1,1,4,1,1,1,2,1,2,2,2,3,1,4,1,4,1,1,3,1,4,3,2,4,4,2,2,2,3,2,2,4,2,2,3,3,2,2,2,3,1,1,1,4,3,1,2,3,l,u,i,i,i,i,i,i,i,i,o,r,4,1,1,4,2,2,3,3,1,1,4,
3,4,1,4,3,4,3,3,2,2,2,3,3,4,1,3,4,4,2,3,3,4,1,1,4,1,3,2,1,2,1,4,1,2,3,1,3,4,3,3,2,4,1,3,3,1,1,4,1,3,1,3,1,4,1,1,1,l,u,i,i,i,i,i,i,i,i,o,r,3,4,1,4,1,1,3,4,2,2,1,
1,1,3,1,3,2,1,3,2,1,3,3,3,1,4,2,3,3,3,1,2,3,1,2,2,3,3,3,3,2,1,4,1,1,2,1,3,1,2,3,4,3,2,3,1,1,1,3,2,3,3,4,2,4,2,4,1,l,u,i,i,i,i,i,i,i,i,o,r,4,4,3,1,2,4,3,4,1,2,1,
2,4,1,2,2,3,1,3,3,2,4,1,1,2,4,2,1,1,3,3,3,1,4,1,2,4,3,1,1,1,3,4,1,2,1,2,4,1,1,1,3,2,4,3,1,2,2,4,2,2,4,3,1,3,2,2,3,l,u,i,i,i,i,i,i,i,i,o,r,2,2,3,4,4,2,1,4,3,1,2,
1,3,3,1,4,3,3,1,2,4,3,2,1,2,2,1,2,3,2,3,4,2,3,4,4,3,2,1,2,1,3,3,1,3,1,2,1,2,1,3,2,4,2,4,2,2,2,2,4,4,2,3,3,4,3,3,4,l,u,i,i,i,i,i,i,i,i,o,r,3,4,4,4,3,1,2,4,2,1,2,
3,1,1,2,4,1,1,2,4,3,3,1,2,4,3,3,3,2,1,3,1,2,1,3,4,4,3,3,1,3,3,2,1,1,4,1,1,4,2,1,3,3,2,1,4,4,3,3,1,3,4,4,1,3,4,3,3,l,u,i,i,i,i,i,i,i,i,o,r,2,1,4,3,4,3,3,3,2,3,2,
2,4,4,1,4,4,3,3,3,4,1,3,4,3,3,3,2,2,2,2,4,2,3,4,4,3,1,3,3,1,2,1,4,2,3,4,2,4,4,1,4,3,1,2,4,3,3,1,1,1,1,4,1,1,2,3,1,l,u,i,i,i,i,i,i,i,i,o,r,1,4,4,2,1,2,1,3,4,3,1,
4,3,2,3,2,1,1,1,2,2,1,2,4,2,3,3,1,3,4,1,4,4,1,4,2,3,1,1,3,4,4,4,3,4,1,4,3,4,3,1,3,1,1,3,1,2,4,4,2,2,3,4,1,3,1,2,1,l,u,i,i,i,i,i,i,i,i,o,r,3,4,1,4,4,4,1,3,2,1,1,
3,4,4,3,3,3,4,1,2,4,4,4,2,1,2,4,1,4,4,2,3,2,4,4,1,4,1,1,1,3,2,1,1,3,4,3,4,1,1,1,1,4,4,4,2,1,1,1,1,2,3,1,4,2,2,2,2,l,u,i,i,i,i,i,i,i,i,o,r,4,3,2,2,2,4,2,2,1,1,4,
3,1,2,1,1,3,1,2,4,3,1,2,2,2,1,2,1,2,3,2,4,2,3,4,3,3,3,2,2,2,1,2,1,2,4,2,1,1,4,3,2,1,1,4,1,4,4,3,2,3,1,2,2,1,2,2,2,l,u,i,i,i,i,i,i,i,i,o,r,1,2,2,4,1,3,1,1,4,1,4,
4,4,2,4,4,2,2,3,2,3,4,1,1,2,4,2,4,4,2,2,1,1,1,1,1,1,3,4,1,4,4,3,3,2,1,4,1,4,3,4,4,4,4,2,4,1,2,4,3,4,3,4,2,2,3,2,4,l,u,i,i,i,i,i,i,i,i,o,r,2,3,2,2,3,2,1,2,3,4,4,
3,1,1,2,4,2,1,3,4,1,2,1,1,3,3,1,1,1,4,4,1,2,3,2,1,4,3,3,1,2,3,4,1,4,1,2,4,4,1,4,2,3,3,3,4,2,4,3,2,2,1,2,1,4,1,2,2,l,u,i,i,i,i,i,i,i,i,o,r,2,1,4,3,1,2,1,3,2,4,2,
1,4,1,2,4,1,3,2,4,2,2,1,2,3,3,4,4,3,4,2,3,3,3,2,4,4,4,3,4,1,1,2,4,3,1,4,1,2,3,1,2,2,1,1,4,1,2,4,1,2,2,4,3,1,2,1,2,l,u,i,i,i,i,i,i,i,i,o,r,4,3,4,1,4,1,1,1,1,1,3,
1,1,3,1,3,1,1,2,3,3,4,2,2,1,4,3,3,3,2,2,2,4,2,3,1,4,4,3,1,3,2,4,3,3,4,2,4,2,4,3,4,1,3,4,2,3,1,4,3,4,3,3,4,3,1,1,2,b,2,h,j,j,j,j,j,j,k,1,n,3,4,3,1,1,1,2,4,3,2,2,
t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,
2,2,1,4,2,2,2,3,2,1,1,2,2,2,1,3,3,4,4,2,3,4,4,2,2,2,2,2,4,4,3,1,2,2,4,1,3,2,4,1,1,4,3,1,3,3,1,4,2,4,1,4,3,2,1,2,1,2,2,2,3,4,3,1,3,1,2,1,2,2,4,1,4,3,3,3,2,2,4,3,
4,2,3,1,2,2,1,3,3,3,2,2,2,2,3,4,2,2,4,4,4,1,4,1,3,4,1,2,2,1,4,4,3,4,2,2,4,4,1,1,3,2,1,4,3,4,4,3,4,1,3,4,2,3,4,1,1,3,2,4,2,2,1,2,2,2,2,3,1,4,2,3,2,3,4,4,2,3,3,2,
1,1,1,2,1,3,2,4,3,4,2,3,2,3,1,3,1,4,4,4,2,3,3,1,4,1,3,4,2,1,4,4,2,4,4,1,2,3,3,4,4,2,2,1,4,3,2,1,4,3,3,1,1,3,4,3,3,3,1,3,2,1,1,2,2,1,2,4,4,2,3,2,1,3,3,2,2,4,1,2,
1,2,3,1,4,1,3,4,2,1,2,3,3,3,2,2,3,2,1,2,4,3,2,4,2,1,2,1,3,3,2,4,2,3,1,2,2,3,2,1,3,4,4,1,3,1,4,4,2,4,1,1,3,2,1,3,3,3,1,1,2,1,4,1,3,3,1,1,2,1,2,2,3,4,3,4,3,4,2,3,
2,4,1,1,3,2,1,1,2,3,1,4,4,1,4,2,4,2,3,4,2,1,1,1,1,3,3,1,2,3,1,2,1,1,4,2,4,3,2,2,2,4,2,3,2,2,1,1,3,4,2,2,2,3,2,4,1,3,1,2,3,4,3,3,1,1,4,1,3,2,1,4,1,4,4,3,4,2,3,3,
4,1,3,4,3,3,4,4,1,4,4,3,3,4,3,1,1,2,2,2,3,2,4,1,4,3,3,4,3,3,4,3,1,1,1,4,1,2,1,3,1,1,1,2,2,2,4,4,2,1,2,2,2,4,4,1,1,3,4,1,1,1,4,3,4,1,2,2,3,4,3,3,3,3,1,3,4,1,2,3,
3,3,4,1,1,2,1,4,1,2,4,4,3,2,4,2,3,2,4,4,4,2,3,2,4,1,3,3,3,2,2,1,3,4,1,1,1,4,3,3,2,1,2,4,2,2,4,3,3,2,2,2,3,4,3,3,3,4,2,1,2,3,3,2,3,2,2,3,2,4,1,3,3,4,4,4,1,4,1,4,
3,4,4,3,1,2,4,2,2,3,1,2,2,3,4,3,4,2,1,4,3,1,4,3,3,3,3,3,2,2,4,4,2,1,3,4,2,4,1,2,1,1,3,2,3,1,2,1,3,3,3,1,2,3,3,1,3,1,4,1,4,1,2,3,3,1,3,3,3,3,3,4,1,4,4,3,4,1,2,3,
2,4,3,3,4,2,1,4,2,2,2,1,1,4,1,3,2,1,3,2,1,3,2,3,3,4,4,2,4,1,4,2,1,4,1,3,4,3,3,4,3,2,3,4,3,2,2,3,1,2,3,2,2,3,4,3,2,2,3,1,1,2,4,2,4,1,2,3,2,3,2,1,2,3,3,4,4,3,1,3,
